Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2012,5,New York City,Bronx,19100,18130000
2012,5,New York City,Kings,31100,31980000
2012,5,New York City,New York,20700,23030000
2012,5,New York City,Queens,25500,27540000
2012,5,New York City,Richmond,5300,5580000
2012,6,New York City,Bronx,19200,17190000
2012,6,New York City,Kings,30600,29420000
2012,6,New York City,New York,20900,21590000
2012,6,New York City,Queens,25000,25110000
2012,6,New York City,Richmond,5300,5240000
2012,7,New York City,Bronx,23300,23480000
2012,7,New York City,Kings,37400,39730000
2012,7,New York City,New York,23000,26240000
2012,7,New York City,Queens,29800,32760000
2012,7,New York City,Richmond,7100,7810000
2012,8,New York City,Bronx,22000,19920000
2012,8,New York City,Kings,35300,35170000
2012,8,New York City,New York,21900,23090000
2012,8,New York City,Queens,27600,27980000
2012,8,New York City,Richmond,6600,6700000
2012,9,New York City,Bronx,21400,17520000
2012,9,New York City,Kings,34600,30100000
2012,9,New York City,New York,21100,20700000
2012,9,New York City,Queens,26900,24480000
2012,9,New York City,Richmond,6300,5440000
2012,10,New York City,Bronx,19500,20090000
2012,10,New York City,Kings,30900,33470000
2012,10,New York City,New York,20300,23470000
2012,10,New York City,Queens,24600,27860000
2012,10,New York City,Richmond,5200,5730000
2012,11,New York City,Bronx,21300,18270000
2012,11,New York City,Kings,35600,32300000
2012,11,New York City,New York,21100,21350000
2012,11,New York City,Queens,28500,26470000
2012,11,New York City,Richmond,6300,5730000
2012,12,New York City,Bronx,21000,20080000
2012,12,New York City,Kings,34700,34820000
2012,12,New York City,New York,20200,21920000
2012,12,New York City,Queens,27400,28640000
2012,12,New York City,Richmond,6200,5980000
2013,1,New York City,Bronx,21900,19490000
2013,1,New York City,Kings,36000,34670000
2013,1,New York City,New York,21800,23110000
2013,1,New York City,Queens,28900,29190000
2013,1,New York City,Richmond,6100,5880000
2013,2,New York City,Bronx,19900,17900000
2013,2,New York City,Kings,32500,31160000
2013,2,New York City,New York,20200,20580000
2013,2,New York City,Queens,26600,26440000
2013,2,New York City,Richmond,5300,5160000
2013,3,New York City,Bronx,19300,17830000
2013,3,New York City,Kings,31700,30910000
2013,3,New York City,New York,19900,20640000
2013,3,New York City,Queens,26000,26070000
2013,3,New York City,Richmond,5100,5080000
2013,4,New York City,Bronx,21300,20050000
2013,4,New York City,Kings,35900,35670000
2013,4,New York City,New York,20600,22940000
2013,4,New York City,Queens,27900,29370000
2013,4,New York City,Richmond,6100,6010000
2013,5,New York City,Bronx,17600,16020000
2013,5,New York City,Kings,29600,28790000
2013,5,New York City,New York,18900,19780000
2013,5,New York City,Queens,23600,23680000
2013,5,New York City,Richmond,4600,4600000
2013,6,New York City,Bronx,17500,15450000
2013,6,New York City,Kings,28700,27370000
2013,6,New York City,New York,18800,19080000
2013,6,New York City,Queens,22800,22490000
2013,6,New York City,Richmond,4600,4430000
2013,7,New York City,Bronx,20700,21010000
2013,7,New York City,Kings,34700,37700000
2013,7,New York City,New York,20700,24150000
2013,7,New York City,Queens,26000,29030000
2013,7,New York City,Richmond,5900,6490000
2013,8,New York City,Bronx,20100,18340000
2013,8,New York City,Kings,33200,32600000
2013,8,New York City,New York,19800,20800000
2013,8,New York City,Queens,24800,24740000
2013,8,New York City,Richmond,5600,5750000
2013,9,New York City,Bronx,20500,19310000
2013,9,New York City,Kings,33800,33510000
2013,9,New York City,New York,19500,20970000
2013,9,New York City,Queens,25400,26110000
2013,9,New York City,Richmond,5800,5630000
2013,10,New York City,Bronx,17500,16510000
2013,10,New York City,Kings,28600,28980000
2013,10,New York City,New York,17700,19350000
2013,10,New York City,Queens,22000,23550000
2013,10,New York City,Richmond,4400,4670000
2013,11,New York City,Bronx,17100,15430000
2013,11,New York City,Kings,27100,26120000
2013,11,New York City,New York,16800,17070000
2013,11,New York City,Queens,21100,21300000
2013,11,New York City,Richmond,4300,4300000
2013,12,New York City,Bronx,19900,19930000
2013,12,New York City,Kings,31000,33140000
2013,12,New York City,New York,17800,20600000
2013,12,New York City,Queens,24600,27400000
2013,12,New York City,Richmond,5600,5730000
2014,1,New York City,Bronx,20200,17460000
2014,1,New York City,Kings,31800,29720000
2014,1,New York City,New York,18800,19020000
2014,1,New York City,Queens,26000,25250000
2014,1,New York City,Richmond,5600,5200000
2014,2,New York City,Bronx,20000,17290000
2014,2,New York City,Kings,31000,28170000
2014,2,New York City,New York,17600,17470000
2014,2,New York City,Queens,25600,24640000
2014,2,New York City,Richmond,5700,5240000
2014,3,New York City,Bronx,18400,18740000
2014,3,New York City,Kings,28500,30050000
2014,3,New York City,New York,17100,18740000
2014,3,New York City,Queens,23900,26150000
2014,3,New York City,Richmond,4900,5430000
2014,4,New York City,Bronx,18400,16020000
2014,4,New York City,Kings,29300,27000000
2014,4,New York City,New York,16600,17040000
2014,4,New York City,Queens,23400,22700000
2014,4,New York City,Richmond,5200,4700000
2014,5,New York City,Bronx,15800,13850000
2014,5,New York City,Kings,25300,23700000
2014,5,New York City,New York,15200,15270000
2014,5,New York City,Queens,19900,19360000
2014,5,New York City,Richmond,4100,3960000
2014,6,New York City,Bronx,15500,15110000
2014,6,New York City,Kings,24600,25110000
2014,6,New York City,New York,15300,16500000
2014,6,New York City,Queens,19400,20570000
2014,6,New York City,Richmond,4100,4310000
2014,7,New York City,Bronx,17600,16100000
2014,7,New York City,Kings,27600,26890000
2014,7,New York City,New York,15900,16720000
2014,7,New York City,Queens,21000,21110000
2014,7,New York City,Richmond,5100,5130000
2014,8,New York City,Bronx,17500,15350000
2014,8,New York City,Kings,27000,25570000
2014,8,New York City,New York,15500,15530000
2014,8,New York City,Queens,20400,19820000
2014,8,New York City,Richmond,4900,4820000
2014,9,New York City,Bronx,17700,16180000
2014,9,New York City,Kings,27700,27140000
2014,9,New York City,New York,15600,16820000
2014,9,New York City,Queens,20900,21490000
2014,9,New York City,Richmond,4900,4790000
2014,10,New York City,Bronx,14700,13280000
2014,10,New York City,Kings,22700,22160000
2014,10,New York City,New York,13700,14190000
2014,10,New York City,Queens,17700,17970000
2014,10,New York City,Richmond,3800,3830000
2014,11,New York City,Bronx,14400,12850000
2014,11,New York City,Kings,21700,20540000
2014,11,New York City,New York,13100,13240000
2014,11,New York City,Queens,17200,17140000
2014,11,New York City,Richmond,3700,3600000
2014,12,New York City,Bronx,16100,16870000
2014,12,New York City,Kings,24000,26370000
2014,12,New York City,New York,14400,16960000
2014,12,New York City,Queens,19700,22610000
2014,12,New York City,Richmond,4300,4670000
2015,1,New York City,Bronx,18200,15370000
2015,1,New York City,Kings,26700,24180000
2015,1,New York City,New York,15700,15480000
2015,1,New York City,Queens,21900,20970000
2015,1,New York City,Richmond,4900,4430000
2015,2,New York City,Bronx,18000,15640000
2015,2,New York City,Kings,25800,23930000
2015,2,New York City,New York,15200,15220000
2015,2,New York City,Queens,21800,21470000
2015,2,New York City,Richmond,4800,4330000
2015,3,New York City,Bronx,17200,18200000
2015,3,New York City,Kings,24400,27310000
2015,3,New York City,New York,15300,18050000
2015,3,New York City,Queens,21100,24570000
2015,3,New York City,Richmond,4200,4850000
2015,4,New York City,Bronx,17300,14540000
2015,4,New York City,Kings,25200,22760000
2015,4,New York City,New York,14900,15160000
2015,4,New York City,Queens,20400,19460000
2015,4,New York City,Richmond,4500,3980000
2015,5,New York City,Bronx,14200,12870000
2015,5,New York City,Kings,21300,20660000
2015,5,New York City,New York,13900,14200000
2015,5,New York City,Queens,17000,17310000
2015,5,New York City,Richmond,3400,3440000
2015,6,New York City,Bronx,14700,15340000
2015,6,New York City,Kings,21800,23900000
2015,6,New York City,New York,14500,16950000
2015,6,New York City,Queens,17100,19750000
2015,6,New York City,Richmond,3500,3900000
2015,7,New York City,Bronx,16800,14910000
2015,7,New York City,Kings,25000,23820000
2015,7,New York City,New York,15200,15670000
2015,7,New York City,Queens,18700,18680000
2015,7,New York City,Richmond,4300,4330000
2015,8,New York City,Bronx,17100,17010000
2015,8,New York City,Kings,24800,26230000
2015,8,New York City,New York,15300,16900000
2015,8,New York City,Queens,18700,20200000
2015,8,New York City,Richmond,4300,4870000
2015,9,New York City,Bronx,16600,14230000
2015,9,New York City,Kings,24500,22610000
2015,9,New York City,New York,14700,15350000
2015,9,New York City,Queens,18300,17740000
2015,9,New York City,Richmond,4300,3860000
2015,10,New York City,Bronx,13600,12250000
2015,10,New York City,Kings,19800,19100000
2015,10,New York City,New York,13000,13240000
2015,10,New York City,Queens,15400,15570000
2015,10,New York City,Richmond,3100,3110000
2015,11,New York City,Bronx,14000,14050000
2015,11,New York City,Kings,19800,20950000
2015,11,New York City,New York,13000,14430000
2015,11,New York City,Queens,15700,17120000
2015,11,New York City,Richmond,3200,3460000
2015,12,New York City,Bronx,14600,14050000
2015,12,New York City,Kings,21000,21510000
2015,12,New York City,New York,13400,14890000
2015,12,New York City,Queens,17000,18070000
2015,12,New York City,Richmond,3700,3790000
2016,1,New York City,Bronx,17500,14540000
2016,1,New York City,Kings,24500,21900000
2016,1,New York City,New York,14900,14790000
2016,1,New York City,Queens,19700,18410000
2016,1,New York City,Richmond,4700,4010000
2016,2,New York City,Bronx,17500,16970000
2016,2,New York City,Kings,24100,24410000
2016,2,New York City,New York,14800,16540000
2016,2,New York City,Queens,19500,20830000
2016,2,New York City,Richmond,4400,4400000
2016,3,New York City,Bronx,15400,15610000
2016,3,New York City,Kings,21700,23600000
2016,3,New York City,New York,14400,16530000
2016,3,New York City,Queens,17700,19670000
2016,3,New York City,Richmond,3500,3880000
2016,4,New York City,Bronx,14200,12880000
2016,4,New York City,Kings,20300,20260000
2016,4,New York City,New York,13800,14320000
2016,4,New York City,Queens,16400,16620000
2016,4,New York City,Richmond,3200,3210000
2016,5,New York City,Bronx,15700,15390000
2016,5,New York City,Kings,23300,24130000
2016,5,New York City,New York,14500,16560000
2016,5,New York City,Queens,17700,19150000
2016,5,New York City,Richmond,3900,3990000
2016,6,New York City,Bronx,13500,13070000
2016,6,New York City,Kings,20000,21130000
2016,6,New York City,New York,13900,15490000
2016,6,New York City,Queens,15300,16700000
2016,6,New York City,Richmond,3200,3300000
2016,7,New York City,Bronx,16200,14120000
2016,7,New York City,Kings,23500,22450000
2016,7,New York City,New York,14500,14880000
2016,7,New York City,Queens,17300,17080000
2016,7,New York City,Richmond,4000,3910000
2016,8,New York City,Bronx,16700,18120000
2016,8,New York City,Kings,24700,28850000
2016,8,New York City,New York,15200,18720000
2016,8,New York City,Queens,18000,21440000
2016,8,New York City,Richmond,4200,5220000
2016,9,New York City,Bronx,15800,13050000
2016,9,New York City,Kings,23500,21230000
2016,9,New York City,New York,14300,14750000
2016,9,New York City,Queens,17100,16290000
2016,9,New York City,Richmond,4000,3560000
2016,10,New York City,Bronx,12800,12920000
2016,10,New York City,Kings,19100,20510000
2016,10,New York City,New York,13000,14940000
2016,10,New York City,Queens,14700,16560000
2016,10,New York City,Richmond,3000,3400000
2016,11,New York City,Bronx,12700,12390000
2016,11,New York City,Kings,18600,19990000
2016,11,New York City,New York,12900,14900000
2016,11,New York City,Queens,14700,16390000
2016,11,New York City,Richmond,3000,3390000
2016,12,New York City,Bronx,13100,12350000
2016,12,New York City,Kings,19000,19670000
2016,12,New York City,New York,13000,14260000
2016,12,New York City,Queens,15100,15970000
2016,12,New York City,Richmond,3200,3410000
2017,1,New York City,Bronx,16700,16480000
2017,1,New York City,Kings,24200,25690000
2017,1,New York City,New York,15300,17900000
2017,1,New York City,Queens,19400,21540000
2017,1,New York City,Richmond,4400,4650000
2017,2,New York City,Bronx,15300,13990000
2017,2,New York City,Kings,21900,21720000
2017,2,New York City,New York,13900,15110000
2017,2,New York City,Queens,17600,18160000
2017,2,New York City,Richmond,4000,3900000
2017,3,New York City,Bronx,14600,14250000
2017,3,New York City,Kings,21000,22390000
2017,3,New York City,New York,14000,15800000
2017,3,New York City,Queens,17100,18610000
2017,3,New York City,Richmond,3600,3830000
2017,4,New York City,Bronx,15800,13480000
2017,4,New York City,Kings,23000,21290000
2017,4,New York City,New York,14100,14550000
2017,4,New York City,Queens,17900,17040000
2017,4,New York City,Richmond,4100,3620000
2017,5,New York City,Bronx,13300,14610000
2017,5,New York City,Kings,20400,24150000
2017,5,New York City,New York,13900,17450000
2017,5,New York City,Queens,16000,19100000
2017,5,New York City,Richmond,3300,3870000
2017,6,New York City,Bronx,13200,13040000
2017,6,New York City,Kings,19700,21130000
2017,6,New York City,New York,13700,15520000
2017,6,New York City,Queens,15600,17200000
2017,6,New York City,Richmond,3200,3460000
2017,7,New York City,Bronx,16200,16710000
2017,7,New York City,Kings,23500,25670000
2017,7,New York City,New York,14600,16880000
2017,7,New York City,Queens,17500,19910000
2017,7,New York City,Richmond,4200,4680000
2017,8,New York City,Bronx,16200,16690000
2017,8,New York City,Kings,23800,26320000
2017,8,New York City,New York,14400,16980000
2017,8,New York City,Queens,17700,20130000
2017,8,New York City,Richmond,4200,4680000
2017,9,New York City,Bronx,16000,13740000
2017,9,New York City,Kings,23400,21740000
2017,9,New York City,New York,14100,14470000
2017,9,New York City,Queens,17400,17020000
2017,9,New York City,Richmond,4100,3640000
2017,10,New York City,Bronx,12900,14560000
2017,10,New York City,Kings,19400,23050000
2017,10,New York City,New York,13000,16140000
2017,10,New York City,Queens,15100,18720000
2017,10,New York City,Richmond,3100,3720000
2017,11,New York City,Bronx,13100,13080000
2017,11,New York City,Kings,18600,19770000
2017,11,New York City,New York,12500,14080000
2017,11,New York City,Queens,14700,16100000
2017,11,New York City,Richmond,2900,3130000
2017,12,New York City,Bronx,13400,12970000
2017,12,New York City,Kings,18700,19350000
2017,12,New York City,New York,12400,13460000
2017,12,New York City,Queens,14700,15590000
2017,12,New York City,Richmond,3000,3050000
2018,1,New York City,Bronx,17200,17780000
2018,1,New York City,Kings,24300,26430000
2018,1,New York City,New York,14700,17660000
2018,1,New York City,Queens,19400,22050000
2018,1,New York City,Richmond,4400,4610000
2018,2,New York City,Bronx,15800,14560000
2018,2,New York City,Kings,21800,21570000
2018,2,New York City,New York,13300,14430000
2018,2,New York City,Queens,17300,17640000
2018,2,New York City,Richmond,3700,3600000
2018,3,New York City,Bronx,14000,13980000
2018,3,New York City,Kings,19500,20970000
2018,3,New York City,New York,13100,14710000
2018,3,New York City,Queens,15700,17270000
2018,3,New York City,Richmond,3100,3360000
2018,4,New York City,Bronx,15300,14520000
2018,4,New York City,Kings,21900,22620000
2018,4,New York City,New York,13500,15400000
2018,4,New York City,Queens,16800,17920000
2018,4,New York City,Richmond,3700,3590000
2018,5,New York City,Bronx,12000,12510000
2018,5,New York City,Kings,18200,20660000
2018,5,New York City,New York,12500,15060000
2018,5,New York City,Queens,13900,16180000
2018,5,New York City,Richmond,2700,3070000
2018,6,New York City,Bronx,12000,11670000
2018,6,New York City,Kings,17800,18620000
2018,6,New York City,New York,12300,13500000
2018,6,New York City,Queens,13300,14550000
2018,6,New York City,Richmond,2700,2870000
2018,7,New York City,Bronx,15100,16120000
2018,7,New York City,Kings,21700,24870000
2018,7,New York City,New York,13500,16380000
2018,7,New York City,Queens,16000,18840000
2018,7,New York City,Richmond,3700,4370000
2018,8,New York City,Bronx,15000,14720000
2018,8,New York City,Kings,21200,22680000
2018,8,New York City,New York,13200,14860000
2018,8,New York City,Queens,15500,16910000
2018,8,New York City,Richmond,3700,3970000
2018,9,New York City,Bronx,14300,11970000
2018,9,New York City,Kings,20700,18980000
2018,9,New York City,New York,12600,12950000
2018,9,New York City,Queens,15200,14550000
2018,9,New York City,Richmond,3600,3200000
2018,10,New York City,Bronx,11600,13150000
2018,10,New York City,Kings,17100,20730000
2018,10,New York City,New York,11700,14810000
2018,10,New York City,Queens,13000,16380000
2018,10,New York City,Richmond,2600,3300000
2018,11,New York City,Bronx,11600,11530000
2018,11,New York City,Kings,16600,17780000
2018,11,New York City,New York,11200,12630000
2018,11,New York City,Queens,12800,14170000
2018,11,New York City,Richmond,2600,2730000
2018,12,New York City,Bronx,13300,14140000
2018,12,New York City,Kings,18700,20950000
2018,12,New York City,New York,11800,14090000
2018,12,New York City,Queens,14400,16490000
2018,12,New York City,Richmond,3200,3470000
2019,1,New York City,Bronx,14600,14470000
2019,1,New York City,Kings,21100,23020000
2019,1,New York City,New York,13200,15440000
2019,1,New York City,Queens,16400,18390000
2019,1,New York City,Richmond,3500,3810000
2019,2,New York City,Bronx,14400,13730000
2019,2,New York City,Kings,20800,21360000
2019,2,New York City,New York,12400,13710000
2019,2,New York City,Queens,15900,16770000
2019,2,New York City,Richmond,3500,3560000
2019,3,New York City,Bronx,12800,13210000
2019,3,New York City,Kings,18600,20700000
2019,3,New York City,New York,11800,13490000
2019,3,New York City,Queens,14500,16210000
2019,3,New York City,Richmond,2800,3250000
2019,4,New York City,Bronx,13700,14630000
2019,4,New York City,Kings,20100,23220000
2019,4,New York City,New York,12300,15470000
2019,4,New York City,Queens,15200,17920000
2019,4,New York City,Richmond,3300,3610000
2019,5,New York City,Bronx,11600,12030000
2019,5,New York City,Kings,17700,19790000
2019,5,New York City,New York,11600,13710000
2019,5,New York City,Queens,13200,15160000
2019,5,New York City,Richmond,2600,2970000
2019,6,New York City,Bronx,11500,11700000
2019,6,New York City,Kings,17300,19070000
2019,6,New York City,New York,11700,13210000
2019,6,New York City,Queens,12900,14590000
2019,6,New York City,Richmond,2600,2760000
2019,7,New York City,Bronx,14500,16920000
2019,7,New York City,Kings,21100,26130000
2019,7,New York City,New York,13100,16890000
2019,7,New York City,Queens,15100,19500000
2019,7,New York City,Richmond,3500,4340000
2019,8,New York City,Bronx,14900,15390000
2019,8,New York City,Kings,21000,22990000
2019,8,New York City,New York,12700,14820000
2019,8,New York City,Queens,15000,17090000
2019,8,New York City,Richmond,3500,3960000
2019,9,New York City,Bronx,14700,14680000
2019,9,New York City,Kings,20900,22320000
2019,9,New York City,New York,12600,14750000
2019,9,New York City,Queens,15200,16930000
2019,9,New York City,Richmond,3400,3420000
2019,10,New York City,Bronx,11600,13140000
2019,10,New York City,Kings,17000,20830000
2019,10,New York City,New York,11400,14850000
2019,10,New York City,Queens,12700,16210000
2019,10,New York City,Richmond,2500,3060000
2019,11,New York City,Bronx,11700,12870000
2019,11,New York City,Kings,16600,19740000
2019,11,New York City,New York,11200,13830000
2019,11,New York City,Queens,12600,15460000
2019,11,New York City,Richmond,2500,3020000
2019,12,New York City,Bronx,14700,17450000
2019,12,New York City,Kings,20500,26050000
2019,12,New York City,New York,12600,17260000
2019,12,New York City,Queens,15700,20300000
2019,12,New York City,Richmond,3700,4370000
2020,1,New York City,Bronx,15100,16030000
2020,1,New York City,Kings,21300,24590000
2020,1,New York City,New York,13300,16500000
2020,1,New York City,Queens,16700,19530000
2020,1,New York City,Richmond,3700,4140000
2020,2,New York City,Bronx,15200,15960000
2020,2,New York City,Kings,21300,23990000
2020,2,New York City,New York,12900,15800000
2020,2,New York City,Queens,16300,19010000
2020,2,New York City,Richmond,3700,4100000
2020,3,New York City,Bronx,27400,25930000
2020,3,New York City,Kings,46400,43300000
2020,3,New York City,New York,29100,28840000
2020,3,New York City,Queens,41000,36880000
2020,3,New York City,Richmond,7600,6820000
2020,4,New York City,Bronx,94900,119660000
2020,4,New York City,Kings,165800,219030000
2020,4,New York City,New York,86000,123110000
2020,4,New York City,Queens,185700,242550000
2020,4,New York City,Richmond,29000,37660000
2020,5,New York City,Bronx,129000,176810000
2020,5,New York City,Kings,221100,317570000
2020,5,New York City,New York,113900,174370000
2020,5,New York City,Queens,238100,340980000
2020,5,New York City,Richmond,36300,49810000
2020,6,New York City,Bronx,145400,249000000
2020,6,New York City,Kings,237800,413740000
2020,6,New York City,New York,124900,230900000
2020,6,New York City,Queens,250300,429660000
2020,6,New York City,Richmond,36900,59760000
2020,7,New York City,Bronx,150000,201140000
2020,7,New York City,Kings,238800,332780000
2020,7,New York City,New York,125200,187400000
2020,7,New York City,Queens,239000,326090000
2020,7,New York City,Richmond,34700,45040000
2020,8,New York City,Bronx,140200,193790000
2020,8,New York City,Kings,217500,302620000
2020,8,New York City,New York,114600,170940000
2020,8,New York City,Queens,218800,300300000
2020,8,New York City,Richmond,31300,41630000
2020,9,New York City,Bronx,136000,157620000
2020,9,New York City,Kings,202900,245560000
2020,9,New York City,New York,107100,137930000
2020,9,New York City,Queens,201400,240280000
2020,9,New York City,Richmond,28900,32890000
2020,10,New York City,Bronx,79600,82290000
2020,10,New York City,Kings,116800,123280000
2020,10,New York City,New York,60900,68970000
2020,10,New York City,Queens,112400,108530000
2020,10,New York City,Richmond,16100,16050000
2020,11,New York City,Bronx,53400,61690000
2020,11,New York City,Kings,76900,91760000
2020,11,New York City,New York,40100,50760000
2020,11,New York City,Queens,71100,79120000
2020,11,New York City,Richmond,10900,12550000
2020,12,New York City,Bronx,47000,50100000
2020,12,New York City,Kings,67200,77550000
2020,12,New York City,New York,34500,42760000
2020,12,New York City,Queens,62500,69580000
2020,12,New York City,Richmond,10400,11260000
2021,1,New York City,Bronx,47200,48720000
2021,1,New York City,Kings,68500,74710000
2021,1,New York City,New York,33400,38560000
2021,1,New York City,Queens,64400,67630000
2021,1,New York City,Richmond,10800,11110000
2021,2,New York City,Bronx,44400,46130000
2021,2,New York City,Kings,63200,69740000
2021,2,New York City,New York,29900,35830000
2021,2,New York City,Queens,60400,62800000
2021,2,New York City,Richmond,10300,10930000
2021,3,New York City,Bronx,44300,53250000
2021,3,New York City,Kings,62400,78190000
2021,3,New York City,New York,30300,40620000
2021,3,New York City,Queens,59800,69330000
2021,3,New York City,Richmond,9900,11840000
2021,4,New York City,Bronx,47900,49420000
2021,4,New York City,Kings,65100,70860000
2021,4,New York City,New York,33300,38000000
2021,4,New York City,Queens,61900,64140000
2021,4,New York City,Richmond,11000,11020000
2021,5,New York City,Bronx,39300,45810000
2021,5,New York City,Kings,53000,63390000
2021,5,New York City,New York,26500,33650000
2021,5,New York City,Queens,51900,59270000
2021,5,New York City,Richmond,8100,9640000
2021,6,New York City,Bronx,39600,51650000
2021,6,New York City,Kings,53200,71570000
2021,6,New York City,New York,26200,38090000
2021,6,New York City,Queens,51600,66840000
2021,6,New York City,Richmond,8100,10800000
2021,7,New York City,Bronx,33900,37040000
2021,7,New York City,Kings,45600,52470000
2021,7,New York City,New York,21400,26390000
2021,7,New York City,Queens,43100,46720000
2021,7,New York City,Richmond,7500,8540000
2021,8,New York City,Bronx,32200,41870000
2021,8,New York City,Kings,43100,58190000
2021,8,New York City,New York,19900,28730000
2021,8,New York City,Queens,40600,51380000
2021,8,New York City,Richmond,7300,10060000
2021,9,New York City,Bronx,31200,30070000
2021,9,New York City,Kings,41700,42230000
2021,9,New York City,New York,19300,21330000
2021,9,New York City,Queens,38900,36750000
2021,9,New York City,Richmond,7100,7330000
2021,10,New York City,Bronx,21000,22420000
2021,10,New York City,Kings,28300,31610000
2021,10,New York City,New York,13700,16330000
2021,10,New York City,Queens,24900,26810000
2021,10,New York City,Richmond,4600,5370000
2021,11,New York City,Bronx,18200,22970000
2021,11,New York City,Kings,24300,31700000
2021,11,New York City,New York,12000,16280000
2021,11,New York City,Queens,21500,26860000
2021,11,New York City,Richmond,4200,5560000
2021,12,New York City,Bronx,16600,19470000
2021,12,New York City,Kings,22500,27220000
2021,12,New York City,New York,11200,14380000
2021,12,New York City,Queens,19500,22580000
2021,12,New York City,Richmond,4000,4730000
2022,1,New York City,Bronx,17900,21410000
2022,1,New York City,Kings,25000,31260000
2022,1,New York City,New York,12000,16060000
2022,1,New York City,Queens,21400,26130000
2022,1,New York City,Richmond,4800,5940000
2022,2,New York City,Bronx,15600,17830000
2022,2,New York City,Kings,21600,25400000
2022,2,New York City,New York,10400,13180000
2022,2,New York City,Queens,18700,21870000
2022,2,New York City,Richmond,4100,4720000
2022,3,New York City,Bronx,14800,17750000
2022,3,New York City,Kings,20200,26250000
2022,3,New York City,New York,10200,13890000
2022,3,New York City,Queens,17400,21820000
2022,3,New York City,Richmond,3600,4650000
2022,4,New York City,Bronx,13000,14520000
2022,4,New York City,Kings,18100,21680000
2022,4,New York City,New York,8900,11350000
2022,4,New York City,Queens,14900,17730000
2022,4,New York City,Richmond,3400,3790000
2022,5,New York City,Bronx,11200,15910000
2022,5,New York City,Kings,16000,23650000
2022,5,New York City,New York,8700,13050000
2022,5,New York City,Queens,12700,18760000
2022,5,New York City,Richmond,2700,3880000
2022,6,New York City,Bronx,10800,14270000
2022,6,New York City,Kings,15800,21700000
2022,6,New York City,New York,8700,12400000
2022,6,New York City,Queens,12100,16800000
2022,6,New York City,Richmond,2600,3590000
2022,7,New York City,Bronx,13100,15380000
2022,7,New York City,Kings,18300,22840000
2022,7,New York City,New York,9600,12450000
2022,7,New York City,Queens,13700,17160000
2022,7,New York City,Richmond,3400,4160000
2022,8,New York City,Bronx,13900,20530000
2022,8,New York City,Kings,19500,30100000
2022,8,New York City,New York,10300,16530000
2022,8,New York City,Queens,14200,21460000
2022,8,New York City,Richmond,3700,5620000
2022,9,New York City,Bronx,13500,15390000
2022,9,New York City,Kings,19100,23570000
2022,9,New York City,New York,10100,13580000
2022,9,New York City,Queens,13700,17020000
2022,9,New York City,Richmond,3500,3920000
2022,10,New York City,Bronx,11000,15600000
2022,10,New York City,Kings,16700,24550000
2022,10,New York City,New York,9500,14470000
2022,10,New York City,Queens,12000,17660000
2022,10,New York City,Richmond,2600,3700000
2022,11,New York City,Bronx,11200,15110000
2022,11,New York City,Kings,16800,24320000
2022,11,New York City,New York,9900,14860000
2022,11,New York City,Queens,12400,17890000
2022,11,New York City,Richmond,2600,3590000
2022,12,New York City,Bronx,11800,15290000
2022,12,New York City,Kings,17700,24800000
2022,12,New York City,New York,10500,15020000
2022,12,New York City,Queens,13300,18360000
2022,12,New York City,Richmond,2800,3620000
2023,1,New York City,Bronx,14700,19800000
2023,1,New York City,Kings,21900,31600000
2023,1,New York City,New York,12400,18980000
2023,1,New York City,Queens,16700,23660000
2023,1,New York City,Richmond,3900,5060000
2023,2,New York City,Bronx,13800,16960000
2023,2,New York City,Kings,20800,27990000
2023,2,New York City,New York,12000,16970000
2023,2,New York City,Queens,15800,21230000
2023,2,New York City,Richmond,3400,4270000
2023,3,New York City,Bronx,13300,18100000
2023,3,New York City,Kings,20800,30850000
2023,3,New York City,New York,12700,19430000
2023,3,New York City,Queens,15700,23070000
2023,3,New York City,Richmond,3100,4430000
2023,4,New York City,Bronx,14200,16920000
2023,4,New York City,Kings,22600,29970000
2023,4,New York City,New York,13200,18880000
2023,4,New York City,Queens,16700,21890000
2023,4,New York City,Richmond,3700,4290000
2023,5,New York City,Bronx,12900,20450000
2023,5,New York City,Kings,21600,36420000
2023,5,New York City,New York,13800,24200000
2023,5,New York City,Queens,15800,26570000
2023,5,New York City,Richmond,2900,4790000
2023,6,New York City,Bronx,12900,17680000
2023,6,New York City,Kings,21900,32830000
2023,6,New York City,New York,14200,22240000
2023,6,New York City,Queens,15800,23340000
2023,6,New York City,Richmond,3100,4190000
2023,7,New York City,Bronx,15900,22920000
2023,7,New York City,Kings,26200,40870000
2023,7,New York City,New York,16000,26110000
2023,7,New York City,Queens,18400,28420000
2023,7,New York City,Richmond,4100,5970000
2023,8,New York City,Bronx,16100,23170000
2023,8,New York City,Kings,27800,44610000
2023,8,New York City,New York,17000,28780000
2023,8,New York City,Queens,19100,30000000
2023,8,New York City,Richmond,4100,6190000
2023,9,New York City,Bronx,16000,19870000
2023,9,New York City,Kings,27700,39270000
2023,9,New York City,New York,16800,25040000
2023,9,New York City,Queens,18900,26110000
2023,9,New York City,Richmond,4100,5010000
2023,10,New York City,Bronx,13500,21530000
2023,10,New York City,Kings,24800,42100000
2023,10,New York City,New York,16000,27910000
2023,10,New York City,Queens,17000,28590000
2023,10,New York City,Richmond,3100,4950000
2023,11,New York City,Bronx,13200,17950000
